방류기간,기관,품종,방류구분,방류물량1,단위,방류물량2,단위,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,담당자,전화번호,방류장소명,업체명,사업자번호,대표자,업체주소,비고
2023-04-25 ~ 2023-04-25,강원특별자치도 속초시,뚝지,매입방류,380250,마리,0,,0,0,42000,0,8000,0,50000,0,0,50000,144,159.94,전장 1.5,,지자체사업/수산종자관리사업,수산종자매입방류,박단비,033-639-2416,강원특별자치도 속초시 대포동,아쿠아씨드텍,--,김종구,,"2023년 수산종자(뚝지) 매입방류
 - 방류일자 : 2023. 4. 25.
 - 방류물량 : 380,250마리(아쿠아씨드텍 / 대표 김종구)
 - 방류위치 : 대포항 연안해역"
2023-09-14 ~ 2023-09-14,경기도 화성시,동자개,매입방류,249563,마리,0,,0,0,5000,0,45000,0,50000,0,0,50000,220.3,250,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,"남양호, 탄도호 및 저수지 3개소(덕우, 기천, 대성)",,,,,
2023-01-01 ~ 2023-12-31,경기도 화성시,뱀장어,매입방류,20263,마리,0,,0,0,10000,0,90000,0,100000,0,0,100000,5280,6000,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,"남양호, 탄도호 및 저수지 3개소(덕우, 기천, 대성)",,,,,
2023-07-11 ~ 2023-07-11,경기도 화성시,넙치,매입방류,1173510,마리,0,,0,0,35000,0,315000,0,350000,0,0,350000,268.85,336,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,"국화도, 입파도, 도리도 해역",,,,,
2023-07-27 ~ 2023-07-27,경기도 화성시,꽃게,매입방류,833748,마리,0,,0,0,15000,0,135000,0,150000,0,0,150000,162.5,194.32,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,도리도해역,,,,,
2023-07-28 ~ 2023-07-28,경기도 화성시,조피볼락,매입방류,1612708,마리,0,,0,0,40000,0,360000,0,400000,0,0,400000,215.15,269,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,"국화도, 입파도, 도리도 해역",,,,,
2023-01-01 ~ 2023-12-31,경기도 화성시,점농어,매입방류,231847,마리,0,,0,0,15000,0,135000,0,150000,0,0,150000,584.37,684,,,지자체사업/수산종자관리사업,수산종자매입방류,황혜연,031-5189-3179,"국화도, 입파도, 도리도 해역",,--,,,
2023-09-27 ~ 2023-09-27,충청남도 아산시,동자개,매입방류,230870,마리,0,,0,0,15930,0,37170,0,53100,0,0,53100,230,250,전장 4,,지자체사업/수산종자관리사업,내수면 우량치어 방류사업,김용빈,041-537-3877,충청남도 아산시 영인면 구성리 952,청수수산,--,박형래,,"동자개 방류 230,870마리"
2023-07-26 ~ 2023-07-28,충청남도 아산시,뱀장어,매입방류,19826,마리,0,,0,0,90000,0,10000,0,100000,0,0,100000,5043.9,5700,전장 10,,지자체사업/수산종자관리사업,수산종자매입방류,김용빈,041-537-3877,"충청남도 아산시 영인면 구성리 952, 선장면 궁평리 197-3(2개소)",계룡수산,--,서양훈,,"뱀장어 19,826마리"
2023-09-26 ~ 2023-09-27,충청남도 아산시,동자개,매입방류,184486,마리,0,,0,0,38189,0,4243,0,42432,0,0,42432,230,250,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,김용빈,041-537-3877,충청남도 아산시 인주면 대음리 276-3,청수수산,--,박형래,,"동자개 184,486 마리
"
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,대농갱이,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 고창군 아산면 하갑리 495-6,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,대농갱이,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 남원시 송동면 세전리 1336-77,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,대농갱이,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 김제시 광활면 거전길 227-17,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,미꾸라지,생산방류,250000,마리,0,,0,0,36585,0,0,0,36585,0,0,36585,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 김제시 광활면 거전길 227-17,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,미꾸라지,생산방류,100000,마리,0,,0,0,14634,0,0,0,14634,0,0,14634,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 부안군 부안읍 선은리 22-12,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,미꾸라지,생산방류,150000,마리,0,,0,0,21951,0,0,0,21951,0,0,21951,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 부안군 계화면 계화리 2178-4,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,미꾸라지,생산방류,250000,마리,0,,0,0,36585,0,0,0,36585,0,0,36585,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 고창군 아산면 하갑리 495-6,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,쏘가리,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 부안군 변산면 중계리 산 120-4,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,쏘가리,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 진안군 마령면 강정리 1623 진안군 마령면 강정리 1623,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,쏘가리,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 김제시 금구면 월전리 22,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,쏘가리,생산방류,10000,마리,0,,0,0,1463,0,0,0,1463,0,0,1463,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 장수군 천천면 연평리 2222,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,70000,마리,0,,0,0,5199,0,0,0,5199,0,0,5199,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 임실군 운암면 입석리 458,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 고창군 아산면 하갑리 495-10,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,30000,마리,0,,0,0,2228,0,0,0,2228,0,0,2228,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 김제시 죽산면 홍산리 853,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 익산시 춘포면 춘포리 989,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 익산시 웅포면 웅포리 974,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 부안군 상서면 감교리 70,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,붕어,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 군산시 미성동 1217,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,다슬기,생산방류,135000,마리,0,,0,0,10027,0,0,0,10027,0,0,10027,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,대한민국 전라북도 완주군 삼례읍 하리 15,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,다슬기,생산방류,135000,마리,0,,0,0,10027,0,0,0,10027,0,0,10027,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 완주군 고산면 남봉리 850-69,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,다슬기,생산방류,270000,마리,0,,0,0,20054,0,0,0,20054,0,0,20054,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 정읍시 산외면 정량리 1230-2,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,다슬기,생산방류,200000,마리,0,,0,0,14855,0,0,0,14855,0,0,14855,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 무주군 무주읍 당산리 1765-29,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,참게,생산방류,60000,마리,0,,0,0,4456,0,0,0,4456,0,0,4456,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 고창군 아산면 하갑리 551-14,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,참게,생산방류,40000,마리,0,,0,0,2971,0,0,0,2971,0,0,2971,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 김제시 죽산면 홍산리 853,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,참게,생산방류,50000,마리,0,,0,0,3714,0,0,0,3714,0,0,3714,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 익산시 웅포면 웅포리 974,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도  수산기술연구소 민물고기연구센터,참게,생산방류,50000,마리,0,,0,0,3714,0,0,0,3714,0,0,3714,0,0,,,기타 지자체사업,기타 지자체사업,정동혁,063-290-6917,전북특별자치도 익사신 춘포면 춘포리 989,,--,,,
2023-01-01 ~ 2023-12-31,제주특별자치도,돌돔,매입방류,72400,마리,0,,0,0,36508,0,0,0,36508,0,0,36508,549,556.45,,3~9,지자체사업/수산종자관리사업,수산종자매입방류,허은호,064-710-3235,제주특별자치도 제주시 건입동 918,,--,,,
2023-01-01 ~ 2023-12-31,제주특별자치도,돌돔,매입방류,325819,마리,0,,0,0,148299,0,0,0,148299,0,0,148299,494,529.02,전장 5,3.8~9,지자체사업/수산종자관리사업,지자체사업/수산종자관리사업,허은호,064-710-3235,제주특별자치도 제주시 건입동 918,,--,,,
2023-01-01 ~ 2023-12-31,제주특별자치도,쏨뱅이,매입방류,168049,마리,0,,0,0,89100,0,0,0,89100,0,0,89100,540,553.75,전장 5,,지자체사업/수산종자관리사업,수산종자매입방류,허은호,064-710-3235,제주특별자치도 제주시 건입동 918,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 울릉군,홍해삼,매입방류,73442,마리,90,kg,0,0,80000,0,20000,0,100000,0,0,100000,1235,1300,,1~7,지자체사업/수산종자관리사업,동해안해삼양식산업육성,한규리,054-790-6287,경상북도 울릉군 북면 천부리,,--,,,
2023-12-06 ~ 2023-12-06,경상북도 울릉군,홍해삼,매입방류,73442,마리,90,kg,0,0,80000,0,20000,0,100000,0,0,100000,1235,1300,,1~7,지자체사업/수산종자관리사업,동해안해삼양식산업육성,한규리,054-790-6287,경상북도 울릉군 북면 현포리,,--,,,
2023-12-06 ~ 2023-12-06,경상북도 울릉군,홍해삼,매입방류,65507,마리,80,kg,0,0,72000,0,18000,0,90000,0,0,90000,1235,1300,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,한규리,054-790-6287,경상북도 울릉군 서면 태하리,,--,,,
2023-12-06 ~ 2023-12-06,경상북도 울릉군,홍해삼,매입방류,65507,마리,80,kg,0,0,72000,0,18000,0,90000,0,0,90000,1235,1300,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,한규리,054-790-6287,경상북도 울릉군 서면 태하리,,--,,,
2023-01-01 ~ 2023-12-31,전북특별자치도 남원시,쏘가리,매입방류,50000,마리,0,,0,0,40000,0,10000,0,50000,0,0,50000,1000,1000,전장 3,,지자체사업/수산종자관리사업,수산종자매입방류,진길하,063-620-8043,전북특별자치도 남원시 송동면 장국리 1101-28,,--,,,
2023-06-27 ~ 2023-06-27,경상남도 김해시,붕어,매입방류,127090,마리,0,,0,0,11895,0,1322,0,13217,0,0,13217,104,110,,,지자체사업/수산종자관리사업,수산종자매입방류,이윤경,055-350-4144,경상남도 김해시 대동면 초정리 952-1,,,,,
2023-06-27 ~ 2023-06-27,경상남도 김해시,동남참게,매입방류,391000,마리,0,,0,0,77418,0,8602,0,86020,0,0,86020,220,230,갑폭 0.7,,지자체사업/수산종자관리사업,수산종자매입방류,이윤경,055-350-4144,경상남도 김해시 상동면 동북로 674,,,,,
2023-06-28 ~ 2023-06-28,전라남도 보성군,점농어,매입방류,99574,마리,0,,0,0,63000,0,7000,0,70000,0,0,70000,702.99,800,전장 9.2,270~270,지자체사업/수산종자관리사업,수산종자매입방류,임득균,061-850-5432,전라남도 여수시 상하동길 282,,,,,점농어 수산종자 매입방류
2023-06-28 ~ 2023-06-28,전라남도 보성군,감성돔,매입방류,217540,마리,0,,0,0,72000,0,8000,0,80000,0,0,80000,367.75,420,전장 5,65~72,지자체사업/수산종자관리사업,수산종자매입방류,임득균,061-850-5432,전라남도 여수시 상하동길 282,,,,,감성돔 수산종자 매입방류
2023-01-01 ~ 2023-12-31,경기도 안산시,개조개,매입방류,579040,마리,0,,0,0,15981,0,63926,0,79907,0,0,79907,138,235,,,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,대한민국,,--,,,
2023-01-01 ~ 2023-12-31,한국수산자원공단 서해본부,꽃게,매입방류,437364,마리,0,,0,0,0,0,88400,0,88400,0,0,88400,202.1,202.1,갑폭 1.42,0.06~0.2,지자체사업/수산종자관리사업,수산종자매입방류,안동영,063-440-2650,인천광역시 옹진군 북도면 장봉리 1402,희망수산,--,,경기도 화성시 서신면 송교리 145-23,자세한 위치는 첨부파일 참조
2023-07-07 ~ 2023-07-07,전라남도 순천시,새꼬막,매입방류,47732831,마리,0,,50000,0,0,0,40000,0,40000,0,10000,100000,1774.2,2000,,,"국비사업(자율관리, 해양보호구역 등)",2023년 자율관리어업 육성사업(2022년 이월사업),최혜림,061-749-6087,순천시 면허 제10081호지내(전남 순천시 별량면 무풍리 지선),,--,,,"-보조사업자: 무풍 자율관리어업공동체(위원장: 신현우)
-방류일시: 2023.7.7.
-방류장소: 제10081호지내
-방류품목: 새꼬막
-규격: 각장 1~2cm
-방류물량: 62,052.68kg
-총사업비: 100,000,000원(국비 50,000,000, 시비 40,000,000, 자담 10,000,000)
-집행금액: 100,000,000원(국비 50,000,000, 시비 40,000,000, 자담 10,000,000)
※기초단가: 2,000원/kg, 낙찰단가: 1,774.2원/kg"
2023-11-02 ~ 2023-11-25,전라남도 순천시,꼬막,매입방류,1655520,마리,0,,40000,0,0,0,32000,0,32000,0,8000,80000,24715.6,28000,,,기타 지자체사업,2023년 자율관리어업 육성사업,최혜림,061-749-6087,순천시 면허 제10073호지내(전남 순천시 해룡면 상내리 지선),,--,,,"-보조사업자: 노월 자율관리어업공동체(위원장: 손현철)
-방류일시: 2023.11.2. 및 11.25. (2일)
-방류장소: 제10073호지내
-방류품목: 꼬막
-규격: 각장 1.6~2.4cm
-방류물량: 3,311.04kg
-총사업비: 80,000,000원(국비 40,000,000, 시비 32,000,000, 자담 8,000,000)
-집행금액: 80,000,000원(국비 40,000,000, 시비 32,000,000, 자담 8,000,000)
※기초단가: 28,000원/kg, 낙찰단가: 24,715.6원/kg"
2023-11-14 ~ 2023-11-14,전라남도 순천시,꼬막,매입방류,2103300,마리,0,,50000,0,0,0,40000,0,40000,0,10000,100000,24432,28000,,,"국비사업(자율관리, 해양보호구역 등)",2023년 자율관리어업 육성사업,최혜림,061-749-6087,순천시 면허 제10107호지내(전남 순천시 별량면 마산리 지선),,--,,,"-보조사업자: 신덕 자율관리어업공동체(위원장: 김환수)
-방류일시: 2023.11.14.
-방류장소: 제10107호지내
-방류품목: 꼬막
-규격: 각장 1.6~2.4cm
-방류물량: 4,206.6kg
-총사업비: 100,000,000원(국비 50,000,000, 시비 40,000,000, 자담 10,000,000)
-집행금액: 100,000,000원(국비 50,000,000, 시비 40,000,000, 자담 10,000,000)
※기초단가: 28,000원/kg, 낙찰단가: 24,432원/kg"
